"movie_title","gross","budget","title_year","duration","genre","rating","expensive","IMDB_high"
"A Separation",7.098492,0.5,2011,123,"Drama","PG-13","NO","YES"
"Kevin Hart: Laugh at My Pain",7.705974,44.870033081674,2011,89,"Comedy","R","YES","YES"
"Kill List",0.026297,0.5,2011,95,"Crime","Other","NO","NO"
"The Innkeepers",0.077501,0.75,2011,101,"Horror","R","NO","NO"
"The Harvest/La Cosecha",0.002245,0.56,2011,80,"Documentary","Other","NO","YES"
"High Road",47.2337862180161,44.870033081674,2011,87,"Comedy","R","YES","NO"
"Sholem Aleichem: Laughing in the Darkness",0.906666,0.5,2011,93,"Documentary","Other","NO","NO"
"Enter Nowhere",47.2337862180161,0.5,2011,90,"Other","R","NO","NO"
"Some Guy Who Kills People",47.2337862180161,0.3,2011,97,"Comedy","R","NO","NO"
"Like Crazy",3.38821,0.25,2011,90,"Drama","PG-13","NO","NO"
"Weekend",0.469947,0.12,2011,97,"Drama","Other","NO","YES"
"Another Earth",1.316074,0.1,2011,92,"Drama","PG-13","NO","YES"
"Sound of My Voice",0.405614,44.870033081674,2011,85,"Drama","R","YES","NO"
"Your Sister's Sister",1.573712,0.125,2011,90,"Comedy","R","NO","NO"
"The FP",0.040557,0.06,2011,82,"Comedy","R","NO","NO"
"Absentia",47.2337862180161,0.07,2011,87,"Drama","R","NO","NO"
"Raymond Did It",47.2337862180161,0.04,2011,83,"Horror","Other","NO","NO"
"The Ridges",47.2337862180161,0.01735,2011,143,"Drama","Other","NO","NO"
"All Superheroes Must Die",47.2337862180161,0.02,2011,78,"Other","Other","NO","NO"
"Newlyweds",0.004584,0.009,2011,95,"Comedy","Other","NO","NO"
"The Dark Knight Rises",448.130642,250,2012,164,"Action","PG-13","YES","YES"
"John Carter",73.058679,263.7,2012,132,"Action","PG-13","YES","NO"
"The Avengers",623.279547,220,2012,173,"Action","PG-13","YES","YES"
"Men in Black 3",179.020854,225,2012,106,"Action","PG-13","YES","NO"
"The Amazing Spider-Man",262.030663,230,2012,153,"Action","PG-13","YES","YES"
"Battleship",65.17316,209,2012,131,"Action","PG-13","YES","NO"
"Skyfall",304.360277,200,2012,143,"Action","PG-13","YES","YES"
"Brave",237.282182,185,2012,93,"Adventure","PG","YES","YES"
"Snow White and the Huntsman",155.111815,170,2012,132,"Action","PG-13","YES","NO"
"Wreck-It Ralph",189.412677,165,2012,101,"Adventure","PG","YES","YES"
"The Hobbit: An Unexpected Journey",303.001229,180,2012,182,"Adventure","PG-13","YES","YES"
"Wrath of the Titans",83.640426,150,2012,99,"Action","PG-13","YES","NO"
"Dark Shadows",79.711678,100,2012,113,"Comedy","PG-13","YES","NO"
"Madagascar 3: Europe's Most Wanted",216.366733,145,2012,93,"Adventure","PG","YES","NO"
"Rise of the Guardians",103.400692,145,2012,97,"Adventure","PG","YES","YES"
"The Twilight Saga: Breaking Dawn - Part 2",292.298923,120,2012,115,"Adventure","PG-13","YES","NO"
"The Twilight Saga: Breaking Dawn - Part 2",292.298923,120,2012,115,"Adventure","PG-13","YES","NO"
"The Bourne Legacy",113.165635,125,2012,135,"Action","PG-13","YES","NO"
"Life of Pi",124.976634,120,2012,127,"Adventure","PG","YES","YES"
"Prometheus",126.464904,130,2012,124,"Adventure","R","YES","YES"
"Django Unchained",162.804648,100,2012,165,"Drama","R","YES","YES"
"The Expendables 2",85.017401,92,2012,103,"Action","R","YES","NO"
"Cloud Atlas",27.09858,102,2012,172,"Drama","R","YES","YES"
"The Campaign",86.897182,95,2012,85,"Comedy","R","YES","NO"
"Ice Age: Continental Drift",161.317423,95,2012,88,"Adventure","PG","YES","NO"
"Hotel Transylvania",148.313048,85,2012,91,"Animation","PG","YES","YES"
"Safe House",126.149655,85,2012,115,"Action","R","YES","NO"
"Mirror Mirror",64.93367,85,2012,106,"Adventure","PG","YES","NO"
"Dredd",13.401683,35,2012,95,"Action","R","NO","YES"
"The Hunger Games",407.999255,78,2012,142,"Adventure","PG-13","YES","YES"
"Journey 2: The Mysterious Island",103.812241,79,2012,94,"Action","PG","YES","NO"
"Underworld: Awakening",62.321039,70,2012,88,"Action","R","YES","NO"
"Rock of Ages",38.509342,75,2012,136,"Comedy","PG-13","YES","NO"
"Abraham Lincoln: Vampire Hunter",37.516013,69,2012,105,"Action","R","YES","NO"
"Lincoln",182.20444,65,2012,150,"Biography","PG-13","YES","YES"
"Les Misérables",148.77546,61,2012,158,"Drama","PG-13","YES","YES"
"The Dictator",59.617068,65,2012,99,"Comedy","R","YES","NO"
"This Means War",54.758461,65,2012,103,"Action","PG-13","YES","NO"
"Resident Evil: Retribution",42.345531,65,2012,96,"Action","R","YES","NO"
"Jack Reacher",80.033643,60,2012,130,"Action","PG-13","YES","YES"
"ParaNorman",55.994557,60,2012,92,"Adventure","PG","YES","YES"
"Trouble with the Curve",35.754555,44.870033081674,2012,111,"Drama","PG-13","NO","NO"
"The Avengers",623.279547,220,2012,173,"Action","PG-13","YES","YES"
"Red Tails",49.875589,58,2012,125,"Action","PG-13","YES","NO"
"That's My Boy",36.931089,70,2012,116,"Comedy","R","YES","NO"
"The Watch",34.350553,68,2012,102,"Action","R","YES","NO"
"The Pirates! Band of Misfits",31.051126,55,2012,88,"Adventure","PG","NO","NO"
"Bullet to the Head",9.483821,55,2012,92,"Action","R","YES","NO"
"Zero Dark Thirty",95.720716,40,2012,157,"Drama","R","NO","YES"
"Ted",218.62868,50,2012,112,"Comedy","R","YES","YES"
"American Reunion",56.72408,50,2012,113,"Comedy","R","YES","NO"
"Anna Karenina",12.802907,44.870033081674,2012,129,"Drama","R","YES","NO"
"Taken 2",139.852971,45,2012,98,"Action","PG-13","NO","NO"
"Savages",47.30755,45,2012,141,"Crime","R","YES","NO"
"Dredd",13.401683,35,2012,95,"Action","R","NO","YES"
"Foodfight!",47.2337862180161,65,2012,91,"Action","PG","YES","NO"
"Argo",136.019448,44.5,2012,130,"Biography","R","YES","YES"
"21 Jump Street",138.447667,42,2012,109,"Action","R","YES","YES"
"Here Comes the Boom",45.290318,42,2012,105,"Action","PG","NO","NO"
"One for the Money",26.404753,40,2012,91,"Action","PG-13","NO","NO"
"Man on a Ledge",18.600911,42,2012,102,"Action","PG-13","NO","NO"
"The Odd Life of Timothy Green",51.85345,25,2012,105,"Comedy","PG","NO","NO"
"The Guilt Trip",37.101011,40,2012,95,"Comedy","PG-13","NO","NO"
"The Impossible",18.996755,45,2012,114,"Drama","PG-13","NO","YES"
"Big Miracle",20.113965,40,2012,107,"Biography","PG","NO","NO"
"A Thousand Words",18.438149,40,2012,91,"Comedy","PG-13","NO","NO"
"Frankenweenie",35.287788,39,2012,87,"Animation","PG","NO","YES"
"The Master",16.377274,32,2012,144,"Drama","R","NO","YES"
"What to Expect When You're Expecting",41.102171,40,2012,110,"Comedy","PG-13","NO","NO"
"This Is 40",67.523385,35,2012,134,"Comedy","R","NO","NO"
"Alex Cross",25.863915,35,2012,101,"Action","PG-13","NO","NO"
"Premium Rush",20.275446,35,2012,91,"Action","PG-13","NO","NO"
"Bait",47.2337862180161,30,2012,93,"Action","R","NO","NO"
"Stolen",0.183125,35,2012,96,"Action","R","NO","NO"
"Playing for Keeps",13.101142,35,2012,105,"Comedy","PG-13","NO","NO"
"Step Up Revolution",35.057332,33,2012,99,"Drama","PG-13","NO","NO"
"Safe",17.120019,30,2012,94,"Action","R","NO","NO"
"Wanderlust",17.225675,44.870033081674,2012,98,"Comedy","R","YES","NO"
"Flight",93.749203,31,2012,138,"Drama","R","NO","YES"
"The Vow",125.01403,30,2012,104,"Drama","PG-13","NO","NO"
"Looper",66.468315,30,2012,119,"Action","R","NO","YES"
"Hope Springs",63.536011,30,2012,100,"Comedy","PG-13","NO","NO"
"The Three Stooges",44.328238,44.870033081674,2012,92,"Comedy","PG","NO","NO"
"The Cabin in the Woods",42.043633,30,2012,95,"Other","R","NO","YES"
"The Five-Year Engagement",28.64477,30,2012,131,"Comedy","R","NO","NO"
"Joyful Noise",30.920167,25,2012,118,"Comedy","PG-13","NO","NO"
"The Raven",16.005978,26,2012,110,"Crime","R","NO","NO"
"Parental Guidance",77.264926,25,2012,105,"Comedy","PG","NO","NO"
"The Lucky One",60.443237,25,2012,101,"Drama","PG-13","NO","NO"
"Contraband",66.489425,25,2012,109,"Action","R","NO","NO"
"A Perfect Plan",47.2337862180161,17,2012,104,"Comedy","Other","NO","NO"
"The Possession",49.122319,14,2012,92,"Horror","PG-13","NO","NO"
"Cirque du Soleil: Worlds Away",12.495865,44.870033081674,2012,91,"Other","PG","NO","NO"
"On the Road",0.717753,25,2012,137,"Adventure","R","NO","NO"
"Diary of a Wimpy Kid: Dog Days",49.002815,22,2012,94,"Comedy","PG","NO","NO"
"Hit and Run",13.74655,2,2012,100,"Action","R","NO","NO"
"To Rome with Love",16.684352,17,2012,112,"Comedy","R","NO","NO"
"Silver Linings Playbook",132.08891,21,2012,122,"Comedy","R","NO","YES"
"Madea's Witness Protection",65.623128,20,2012,114,"Comedy","PG-13","NO","NO"
"Silent Hill: Revelation 3D",17.529157,20,2012,95,"Adventure","R","NO","NO"
"Lockout",14.29157,20,2012,95,"Action","PG-13","NO","NO"
"Chasing Mavericks",6.002756,20,2012,116,"Biography","PG","NO","YES"
"The Cold Light of Day",3.749061,20,2012,93,"Action","PG-13","NO","NO"
"The Oogieloves in the Big Balloon Adventure",1.064277,20,2012,88,"Adventure","G","NO","NO"
"Zambezia",47.2337862180161,20,2012,83,"Adventure","G","NO","NO"
"Won't Back Down",5.308553,44.870033081674,2012,121,"Drama","PG","NO","NO"
"Red Lights",47.2337862180161,14,2012,114,"Drama","R","NO","NO"
"Pitch Perfect",64.998368,17,2012,112,"Comedy","PG-13","NO","YES"
"The Apparition",4.930798,17,2012,83,"Horror","PG-13","NO","NO"
"Moonrise Kingdom",45.507053,16,2012,94,"Adventure","PG-13","NO","YES"
"Vamps",0.002964,16,2012,92,"Comedy","PG-13","NO","NO"
"The Woman in Black",54.322273,17,2012,95,"Drama","PG-13","NO","NO"
"End of Watch",40.983001,7,2012,109,"Crime","R","NO","YES"
"The Place Beyond the Pines",21.383298,15,2012,140,"Crime","R","NO","YES"
"Killing Them Softly",14.93857,15,2012,97,"Crime","R","NO","NO"
"The Man with the Iron Fists",15.608545,15,2012,107,"Action","R","NO","NO"
"Promised Land",7.556708,15,2012,106,"Drama","R","NO","NO"
"The Possession",49.122319,14,2012,92,"Horror","PG-13","NO","NO"
"Good Deeds",35.010192,44.870033081674,2012,110,"Comedy","PG-13","NO","NO"
"Fun Size",9.40241,14,2012,86,"Adventure","PG-13","NO","NO"
"Seven Psychopaths",14.989761,15,2012,110,"Comedy","R","NO","YES"
"The Perks of Being a Wallflower",17.73857,13,2012,102,"Drama","PG-13","NO","YES"
"Ernest & Celestine",0.071442,9.6,2012,80,"Animation","PG","NO","YES"
"Think Like a Man",91.547205,12,2012,122,"Comedy","PG-13","NO","NO"
"Act of Valor",70.011073,12,2012,110,"Action","R","NO","NO"
"Chronicle",64.572496,12,2012,89,"Drama","PG-13","NO","YES"
"Project X",54.724272,12,2012,93,"Comedy","R","NO","NO"
"Katy Perry: Part of Me",25.240988,12,2012,93,"Documentary","PG","NO","NO"
"Arbitrage",7.918283,12,2012,107,"Drama","R","NO","NO"
"Darling Companion",0.793352,44.870033081674,2012,103,"Comedy","PG-13","NO","NO"
"Quartet",18.381787,11,2012,98,"Comedy","PG-13","NO","NO"
"LOL",47.2337862180161,11,2012,97,"Comedy","PG-13","NO","NO"
"For Greater Glory: The True Story of Cristiada",5.669081,10.818775,2012,145,"Drama","R","NO","NO"
"Sparkle",24.397469,17,2012,116,"Drama","PG-13","NO","NO"
"Mud",21.589307,10,2012,130,"Drama","PG-13","NO","YES"
"Seeking a Friend for the End of the World",6.619173,10,2012,101,"Adventure","R","NO","NO"
"The Collection",6.842058,10,2012,82,"Action","R","NO","NO"
"Atlas Shrugged II: The Strike",3.333823,10,2012,111,"Drama","PG-13","NO","NO"
"The Iceman",1.939441,10,2012,106,"Biography","R","NO","NO"
"Amour",0.225377,8.9,2012,127,"Drama","PG-13","NO","YES"
"Jab Tak Hai Jaan",3.047539,7.2176,2012,176,"Drama","Other","NO","NO"
"Restless",47.2337862180161,44.870033081674,2012,180,"Drama","Other","YES","YES"
"Outside Bet",47.2337862180161,7.5,2012,101,"Comedy","Other","NO","NO"
"Black November",47.2337862180161,7.5,2012,95,"Action","Other","NO","NO"
"Magic Mike",113.709992,7,2012,110,"Comedy","R","NO","NO"
"Skyfall",304.360277,200,2012,143,"Action","PG-13","YES","YES"
"Snow Queen",47.2337862180161,7,2012,80,"Adventure","PG","NO","NO"
"House at the End of the Street",31.607598,6.9,2012,101,"Drama","PG-13","NO","NO"
"The Words",11.434867,6,2012,102,"Drama","PG-13","NO","YES"
"Casa de mi Padre",5.895238,6,2012,84,"Comedy","R","NO","NO"
"Deadfall",0.065804,12,2012,95,"Crime","R","NO","NO"
"Freaky Deaky",47.2337862180161,6,2012,90,"Comedy","R","NO","NO"
"Trade of Innocents",0.015059,44.870033081674,2012,88,"Drama","PG-13","NO","NO"
"Khiladi 786",0.352684,44.870033081674,2012,141,"Action","Other","YES","NO"
"Grabbers",47.2337862180161,4,2012,94,"Comedy","Other","NO","NO"
"Paranormal Activity 4",53.884821,5,2012,96,"Horror","R","NO","NO"
"Spring Breakers",14.123773,5,2012,94,"Crime","R","NO","NO"
"Should've Been Romeo",47.2337862180161,5,2012,106.251612903226,"Comedy","Other","NO","NO"
"The Sweeney",0.026345,3,2012,112,"Action","R","NO","NO"
"Holy Motors",47.2337862180161,44.870033081674,2012,115,"Drama","Other","YES","YES"
"Inescapable",0.004063,4,2012,93,"Drama","R","NO","NO"
"No Vacancy",47.2337862180161,4,2012,81,"Horror","R","NO","NO"
"How to Fall in Love",47.2337862180161,4,2012,84,"Comedy","Other","NO","NO"
"The Watch",34.350553,68,2012,102,"Action","R","YES","NO"
"Day One",47.2337862180161,3.4,2012,102,"Biography","PG-13","NO","NO"
"The Hunt",0.610968,3.8,2012,115,"Drama","R","NO","YES"
"Antiviral",47.2337862180161,3.2,2012,108,"Horror","Other","NO","NO"
"Sinister",48.05694,3,2012,110,"Horror","R","NO","NO"
"Frances Ha",4.063238,44.870033081674,2012,86,"Comedy","R","YES","YES"
"Bachelorette",0.418268,3,2012,87,"Comedy","R","NO","NO"
"Tim and Eric's Billion Dollar Movie",0.200803,3,2012,93,"Comedy","R","NO","NO"
"2016: Obama's America",33.349949,2.5,2012,87,"Documentary","PG","NO","NO"
"Robot & Frank",3.325638,2.5,2012,89,"Comedy","PG-13","NO","YES"
"Alien Uprising",47.2337862180161,2.5,2012,101,"Comedy","R","NO","NO"
"Stitches",47.2337862180161,44.870033081674,2012,86,"Comedy","R","YES","NO"
"Supercapitalist",0.01322,44.870033081674,2012,102,"Other","Other","YES","NO"
"Small Apartments",47.2337862180161,2,2012,96,"Comedy","R","NO","NO"
"The Ghastly Love of Johnny X",0.002436,2,2012,106,"Comedy","Other","NO","NO"
"Beasts of the Southern Wild",12.784397,1.8,2012,93,"Drama","PG-13","NO","YES"
"Dysfunctional Friends",47.2337862180161,1.8,2012,111,"Comedy","Other","NO","NO"
"The Gatekeepers",2.408553,44.870033081674,2012,101,"Documentary","PG-13","NO","YES"
"The Lords of Salem",1.163508,2.5,2012,101,"Drama","R","NO","NO"
"Jack Reacher",80.033643,60,2012,130,"Action","PG-13","YES","YES"
"Eddie: The Sleepwalking Cannibal",0.001521,1.5,2012,83,"Comedy","Other","NO","NO"
"Filly Brown",2.833383,0.427,2012,80,"Drama","R","NO","NO"
"Blue Like Jazz",0.594904,1.2,2012,108,"Comedy","PG-13","NO","NO"
"Crowsnest",47.2337862180161,1.2,2012,84,"Action","R","NO","NO"
"Chernobyl Diaries",18.112929,1,2012,86,"Horror","R","NO","NO"
"The Devil Inside",53.245055,1,2012,83,"Horror","R","NO","NO"
"The Sessions",5.997134,1,2012,95,"Biography","R","NO","YES"
"The Act of Killing",0.484221,1,2012,96,"Biography","Other","NO","YES"
"Hardflip",0.096734,1,2012,112,"Action","PG-13","NO","NO"
"Snow White: A Deadly Summer",47.2337862180161,1,2012,83,"Horror","PG-13","NO","NO"
"Black Rock",47.2337862180161,44.870033081674,2012,83,"Horror","R","YES","NO"
"Truth or Die",47.2337862180161,1,2012,96,"Horror","Other","NO","NO"
"The Brass Teapot",0.006643,0.9,2012,101,"Comedy","R","NO","NO"
"For a Good Time, Call...",1.243961,0.85,2012,88,"Comedy","R","NO","NO"
"Celeste & Jesse Forever",3.094687,44.870033081674,2012,92,"Comedy","R","YES","NO"
"Vessel",47.2337862180161,44.870033081674,2012,14,"Horror","Other","YES","NO"
"Safety Not Guaranteed",4.007792,0.75,2012,86,"Comedy","R","NO","YES"
"After",47.2337862180161,0.65,2012,90,"Other","PG-13","NO","NO"
"Deceptive Practice: The Mysteries and Mentors of Ricky Jay",0.151389,0.5,2012,88,"Documentary","Other","NO","YES"
"The Other Dream Team",0.133778,0.5,2012,89,"Documentary","Other","NO","YES"
"Detention of the Dead",0.001332,0.5,2012,87,"Comedy","Other","NO","NO"
"Now Is Good",47.2337862180161,44.870033081674,2012,103,"Drama","PG-13","NO","YES"
"Girls Gone Dead",47.2337862180161,0.5,2012,104,"Comedy","R","NO","NO"
"The King of Najayo",47.2337862180161,0.5,2012,101,"Crime","R","NO","NO"
"Maniac",0.012843,6,2012,89,"Horror","Other","NO","NO"
"Compliance",0.318622,0.27,2012,90,"Biography","R","NO","NO"
"The Frozen",47.2337862180161,0.25,2012,95,"Horror","PG-13","NO","NO"
"Burn",0.1113,0.225,2012,86,"Documentary","Other","NO","YES"
"Middle of Nowhere",0.07803,0.2,2012,97,"Drama","R","NO","NO"
"Theresa Is a Mother",47.2337862180161,0.2,2012,105,"Comedy","Other","NO","NO"
"Archaeology of a Woman",47.2337862180161,0.2,2012,94,"Drama","Other","NO","YES"
"When the Lights Went Out",47.2337862180161,44.870033081674,2012,86,"Horror","Other","YES","NO"
"Indie Game: The Movie",47.2337862180161,0.1,2012,103,"Documentary","Other","NO","YES"
"Supporting Characters",47.2337862180161,44.870033081674,2012,87,"Comedy","Other","YES","NO"
"Hayride",47.2337862180161,0.06,2012,93,"Crime","Other","NO","NO"
"Run, Hide, Die",47.2337862180161,0.05,2012,75,"Horror","Other","NO","NO"
"Sanctuary; Quite a Conundrum",47.2337862180161,0.2,2012,82,"Comedy","Other","NO","NO"
"Shanghai Calling",0.010443,44.870033081674,2012,100,"Comedy","PG-13","NO","NO"
"The Lone Ranger",89.28991,215,2013,150,"Action","PG-13","YES","NO"
"Man of Steel",291.021565,225,2013,143,"Action","PG-13","YES","YES"
"The Hobbit: The Desolation of Smaug",258.355354,225,2013,186,"Adventure","PG-13","YES","YES"
"Iron Man 3",408.992272,200,2013,195,"Action","PG-13","YES","YES"
"Monsters University",268.488329,200,2013,104,"Adventure","G","YES","YES"
"Oz the Great and Powerful",234.903076,215,2013,130,"Adventure","PG","YES","NO"
"World War Z",202.351611,190,2013,123,"Action","PG-13","YES","YES"
"Star Trek Into Darkness",228.756232,190,2013,132,"Action","PG-13","YES","YES"
"Jack the Giant Slayer",65.17186,195,2013,114,"Adventure","PG-13","YES","NO"
"The Great Gatsby",144.812796,105,2013,143,"Drama","PG-13","YES","YES"
"Pacific Rim",101.785482,190,2013,131,"Action","PG-13","YES","YES"
"47 Ronin",38.297305,175,2013,128,"Action","PG-13","YES","NO"
"Frozen",400.7366,150,2013,102,"Adventure","PG","YES","YES"
"Thor: The Dark World",206.360018,170,2013,112,"Action","PG-13","YES","YES"
"White House Down",73.103784,150,2013,131,"Action","PG-13","YES","NO"
"G.I. Joe: Retaliation",122.512052,130,2013,122,"Action","PG-13","YES","NO"
"Turbo",83.0249,135,2013,96,"Adventure","PG","YES","NO"
"The Hunger Games: Catching Fire",424.645577,130,2013,146,"Adventure","PG-13","YES","YES"
"After Earth",60.522097,130,2013,100,"Action","PG-13","YES","NO"
"R.I.P.D.",33.592415,130,2013,96,"Action","PG-13","YES","NO"
"Elysium",93.050117,115,2013,109,"Action","R","YES","NO"
"Oblivion",89.021735,120,2013,124,"Action","PG-13","YES","YES"
"The Wolverine",132.55096,120,2013,138,"Action","PG-13","YES","NO"
"The Croods",187.165546,135,2013,98,"Adventure","PG","YES","YES"
"Gravity",274.084951,100,2013,91,"Adventure","PG-13","YES","YES"
"The Smurfs 2",71.017784,105,2013,105,"Adventure","PG","YES","NO"
"Ender's Game",61.656849,110,2013,114,"Action","PG-13","YES","NO"
"Epic",107.515297,100,2013,102,"Adventure","PG","YES","NO"
"The Wolf of Wall Street",116.866727,100,2013,240,"Biography","R","YES","YES"
"A Good Day to Die Hard",67.344392,92,2013,101,"Action","R","YES","NO"
"The Secret Life of Walter Mitty",58.22912,90,2013,114,"Adventure","PG","YES","YES"
"Percy Jackson: Sea of Monsters",68.558662,90,2013,106,"Adventure","PG","YES","NO"
"RED 2",53.215979,84,2013,116,"Action","PG-13","YES","NO"
"Grown Ups 2",133.668525,80,2013,101,"Comedy","PG-13","YES","NO"
"Walking with Dinosaurs 3D",36.073232,80,2013,87,"Adventure","PG","YES","NO"
"Cloudy with a Chance of Meatballs 2",119.793567,78,2013,95,"Animation","PG","YES","NO"
"Despicable Me 2",368.049635,76,2013,98,"Animation","PG","YES","YES"
"Now You See Me",117.698894,75,2013,125,"Crime","PG-13","YES","YES"
"Olympus Has Fallen",98.895417,70,2013,119,"Action","R","YES","NO"
"Legends of Oz: Dorothy's Return",8.46099,70,2013,88,"Adventure","PG","YES","NO"
"Escape Plan",25.121291,50,2013,115,"Action","R","YES","NO"
"2 Guns",75.5733,61,2013,109,"Action","R","YES","NO"
"Gangster Squad",45.996718,60,2013,113,"Action","R","YES","NO"
"The Mortal Instruments: City of Bones",31.165421,60,2013,130,"Other","PG-13","YES","NO"
"The Internship",44.665963,58,2013,125,"Comedy","PG-13","YES","NO"
"Captain Phillips",107.100855,55,2013,134,"Biography","PG-13","YES","YES"
"Free Birds",55.747724,55,2013,91,"Adventure","PG","NO","NO"
"Anchorman 2: The Legend Continues",2.175312,50,2013,143,"Comedy","PG-13","NO","NO"
"Hansel & Gretel: Witch Hunters",55.68207,50,2013,98,"Action","R","YES","NO"
"The Host",26.616999,40,2013,125,"Action","PG-13","NO","NO"
"Beautiful Creatures",19.445217,60,2013,124,"Drama","PG-13","YES","NO"
"Prisoners",60.962878,46,2013,153,"Crime","R","YES","YES"
"The Heat",159.578352,43,2013,123,"Action","R","YES","NO"
"American Hustle",150.117807,40,2013,138,"Crime","R","NO","YES"
"Lone Survivor",125.069696,40,2013,121,"Action","R","NO","YES"
"42",95.001343,40,2013,128,"Biography","PG-13","NO","YES"
"Escape from Planet Earth",57.011847,40,2013,89,"Adventure","PG","NO","NO"
"Snowpiercer",4.563029,39.2,2013,126,"Action","R","NO","YES"
"Grudge Match",29.802761,40,2013,113,"Comedy","PG-13","NO","NO"
"The Grandmaster",6.594136,38.6,2013,122,"Action","PG-13","NO","NO"
"Riddick",41.99779,38,2013,127,"Action","R","NO","NO"
"Rush",26.903709,38,2013,123,"Action","R","NO","YES"
"We're the Millers",150.368971,37,2013,118,"Comedy","R","NO","YES"
"Identity Thief",134.455175,35,2013,120,"Comedy","R","NO","NO"
"Saving Mr. Banks",83.299761,35,2013,125,"Biography","PG-13","NO","YES"
"Broken City",19.692608,35,2013,109,"Crime","R","NO","NO"
"Parker",17.609982,35,2013,118,"Action","R","NO","NO"
"Mandela: Long Walk to Freedom",8.324748,35,2013,141,"Biography","PG-13","NO","YES"
"Thunder and the House of Magic",0.004091,34,2013,85,"Adventure","Other","YES","NO"
"This Is the End",101.470202,32,2013,107,"Comedy","R","NO","NO"
"The Big Wedding",21.784432,35,2013,89,"Comedy","R","NO","NO"
"The Young and Prodigious T.S. Spivet",0.099462,33,2013,105,"Action","PG","NO","YES"
"The Incredible Burt Wonderstone",22.525921,30,2013,100,"Comedy","PG-13","NO","NO"
"Lee Daniels' The Butler",116.63131,30,2013,132,"Biography","PG-13","NO","YES"
"Warm Bodies",66.359959,35,2013,98,"Comedy","PG-13","NO","NO"
"Carrie",35.266619,30,2013,100,"Drama","R","NO","NO"
"Side Effects",32.15441,30,2013,106,"Crime","R","NO","YES"
"The Last Stand",12.02667,45,2013,107,"Action","R","YES","NO"
"Runner Runner",19.316646,30,2013,88,"Crime","R","NO","NO"
"Dead Man Down",10.880926,30,2013,118,"Action","R","NO","NO"
"Harlock: Space Pirate",47.2337862180161,30,2013,115,"Adventure","Other","YES","NO"
"Last Vegas",63.910583,28,2013,105,"Comedy","PG-13","NO","NO"
"Safe Haven",71.34693,28,2013,115,"Drama","PG-13","NO","NO"
"Kick-Ass 2",28.751715,28,2013,103,"Action","R","NO","NO"
"Pain & Gain",49.874933,26,2013,129,"Comedy","R","NO","NO"
"The Fifth Estate",3.254172,28,2013,128,"Biography","R","NO","NO"
"A Madea Christmas",52.52833,25,2013,100,"Comedy","PG-13","NO","NO"
"Blood Ties",0.041229,25.5,2013,144,"Crime","R","NO","NO"
"August: Osage County",37.7384,25,2013,121,"Drama","R","NO","YES"
"The Best Offer",0.085433,13.5,2013,131,"Crime","R","NO","YES"
"The Counselor",16.96939,25,2013,138,"Crime","R","NO","NO"
"Her",25.556065,23,2013,126,"Drama","R","NO","YES"
"The Adventurer: The Curse of the Midas Box",0.004756,25,2013,100,"Adventure","PG","NO","NO"
"Delivery Man",30.659817,26,2013,105,"Comedy","PG-13","NO","NO"
"Homefront",19.783777,22,2013,100,"Action","R","NO","NO"
"Out of the Furnace",11.326836,22,2013,116,"Crime","R","NO","NO"
"Underdogs",47.2337862180161,22,2013,106,"Adventure","PG","NO","NO"
"The Conjuring",137.387272,20,2013,112,"Horror","R","NO","YES"
"12 Years a Slave",56.66787,20,2013,134,"Biography","R","NO","YES"
"Texas Chainsaw 3D",34.334256,11,2013,92,"Horror","R","NO","NO"
"Scary Movie 5",32.014289,20,2013,88,"Comedy","PG-13","NO","NO"
"The World's End",26.003149,20,2013,109,"Action","R","NO","YES"
"Battle of the Year",8.888355,20,2013,110,"Drama","PG-13","NO","NO"
"Machete Kills",7.268659,20,2013,107,"Action","R","NO","NO"
"The Frozen Ground",47.2337862180161,27.22,2013,105,"Crime","R","NO","NO"
"Firestorm",47.2337862180161,44.870033081674,2013,118,"Action","Other","YES","NO"
"The Book Thief",21.483154,19,2013,131,"Drama","PG-13","NO","YES"
"Out of Inferno",47.2337862180161,44.870033081674,2013,107,"Action","PG-13","NO","NO"
"Blue Jasmine",33.404871,18,2013,98,"Drama","PG-13","NO","YES"
"Getaway",10.494494,18,2013,90,"Action","PG-13","NO","NO"
"Labor Day",13.362308,18,2013,111,"Drama","PG-13","NO","NO"
"The Railway Man",4.435083,18,2013,116,"Biography","R","NO","YES"
"Metallica Through the Never",3.419967,44.870033081674,2013,93,"Other","R","YES","YES"
"Black Nativity",7.017178,17.5,2013,93,"Drama","PG","NO","NO"
"The Best Man Holiday",70.492685,17,2013,123,"Comedy","R","NO","NO"
"Evil Dead",54.239856,17,2013,96,"Horror","R","NO","NO"
"The Immigrant",1.984743,16,2013,120,"Drama","R","NO","NO"
"Trance",2.319187,20,2013,101,"Crime","R","NO","YES"
"Zulu",47.2337862180161,16,2013,110,"Crime","R","NO","NO"
"Mama",71.58822,20,2013,100,"Other","PG-13","NO","NO"
"Bad Grandpa",101.97884,15,2013,102,"Comedy","R","NO","NO"
"Snitch",42.919096,15,2013,112,"Action","PG-13","NO","NO"
"Peeples",9.123834,15,2013,95,"Comedy","PG-13","NO","NO"
"Khumba",47.2337862180161,20,2013,85,"Adventure","Other","YES","NO"
"Under the Skin",2.605039,44.870033081674,2013,108,"Drama","R","YES","NO"
